ID,Benchmark,Data_Indices,Status,Has_Result,Error_Type
gsm8k_3,GSM8K,1891_6265_5338_4553,verified_correct,True,
gsm8k_4,GSM8K,5602_1882_2767_4404,verified_correct,True,
gsm8k_5,GSM8K,4617_3104_5772,verified_correct,True,
gsm8k_6,GSM8K,1401_5497_6478,verified_correct,True,
gsm8k_7,GSM8K,4278_3386_2398_1523,verified_correct,True,
gsm8k_8,GSM8K,407_151_264_1051,verified_incorrect,True,
gsm8k_9,GSM8K,4014_2453_4705,verified_incorrect,True,
gsm8k_10,GSM8K,1630_3467_1920,verified_correct,True,
gsm8k_11,GSM8K,5441_579_3603,verified_correct,True,
gsm8k_12,GSM8K,960_395,verified_correct,True,
gsm8k_13,GSM8K,4521_4796_1109,verified_correct,True,
gsm8k_14,GSM8K,2233_6899,verified_correct,True,
gsm8k_0,GSM8K,3333_3730_2198,verified_correct,True,
gsm8k_1,GSM8K,4294_4586,verified_incorrect,True,
gsm8k_2,GSM8K,3813_5608,verified_incorrect,True,
gsm8k_3,GSM8K,1087_7442_4475,verified_correct,True,
gsm8k_4,GSM8K,6911_6085_3710_6727,verified_correct,True,
gsm8k_5,GSM8K,6376_778_7183,verified_correct,True,
gsm8k_6,GSM8K,919_2546_5607_3166,verified_correct,True,
gsm8k_7,GSM8K,3977_7003,verified_correct,True,
gsm8k_8,GSM8K,3858_4722_3275_1582,verified_correct,True,
gsm8k_9,GSM8K,5337_940_923_1204,verified_correct,True,
gsm8k_10,GSM8K,3202_6225_1019_1155,verified_incorrect,True,
gsm8k_11,GSM8K,2899_201_2399_3473,verified_incorrect,True,
gsm8k_12,GSM8K,5742_1053_7303,verified_correct,True,
gsm8k_13,GSM8K,3922_5885,verified_incorrect,True,
gsm8k_14,GSM8K,2302_4738_586_7090,verified_incorrect,True,
gsm8k_0,GSM8K,766_5048_6895_4730,verified_correct,True,
gsm8k_1,GSM8K,1103_1095,verified_correct,True,
gsm8k_2,GSM8K,5282_6947,verified_correct,True,
gsm8k_3,GSM8K,4329_2139,verified_correct,True,
gsm8k_4,GSM8K,5851_2642_1351_936,verified_incorrect,True,
gsm8k_5,GSM8K,4956_6864_5964,verified_correct,True,
gsm8k_6,GSM8K,2839_377_1594,verified_incorrect,True,
gsm8k_7,GSM8K,118_1705_3838,verified_incorrect,True,
gsm8k_8,GSM8K,4868_2296,verified_correct,True,
gsm8k_9,GSM8K,4299_401_3232,verified_incorrect,True,
gsm8k_10,GSM8K,2184_2538_6722,verified_correct,True,
gsm8k_11,GSM8K,2253_2264_183,verified_correct,True,
gsm8k_12,GSM8K,2400_2980_6028,verified_correct,True,
gsm8k_13,GSM8K,706_103,verified_correct,True,
gsm8k_14,GSM8K,3105_7337_4004_5413,verified_incorrect,True,
gsm8k_0,GSM8K,2295_4041_6624,verified_correct,True,
gsm8k_1,GSM8K,2645_2824_3589,verified_correct,True,
gsm8k_2,GSM8K,3154_1455,verified_incorrect,True,
gsm8k_3,GSM8K,5350_75_1593_4782,verified_incorrect,True,
gsm8k_4,GSM8K,3253_5185,verified_correct,True,
gsm8k_5,GSM8K,5717_5987,verified_correct,True,
gsm8k_6,GSM8K,1788_6256,verified_incorrect,True,
gsm8k_7,GSM8K,2027_4785_560,verified_correct,True,
gsm8k_8,GSM8K,2896_2914_5631_779,verified_correct,True,
gsm8k_9,GSM8K,2551_643_1082_1573,verified_correct,True,
gsm8k_10,GSM8K,2799_4405_257,verified_incorrect,True,
gsm8k_11,GSM8K,1158_1032_5931,verified_incorrect,True,
gsm8k_12,GSM8K,2498_1343_5101,verified_correct,True,
gsm8k_13,GSM8K,5541_5626,verified_correct,True,
gsm8k_14,GSM8K,5009_2121_5751_5484,verified_correct,True,
gsm8k_0,GSM8K,5279_7089,verified_incorrect,True,
gsm8k_1,GSM8K,3420_2262_4107_5414,verified_correct,True,
gsm8k_2,GSM8K,2950_4388_5991_4801,verified_correct,True,
gsm8k_3,GSM8K,2741_1578_3133,verified_correct,True,
gsm8k_4,GSM8K,4530_2441,verified_correct,True,
gsm8k_5,GSM8K,6695_4582_270,verified_incorrect,True,
gsm8k_6,GSM8K,3734_5210_6843_4116,verified_incorrect,True,
gsm8k_7,GSM8K,670_6559_2700,verified_correct,True,
gsm8k_8,GSM8K,3593_6385_3515_3753,verified_correct,True,
gsm8k_9,GSM8K,3249_2646_2919,verified_correct,True,
gsm8k_10,GSM8K,7078_5562_1412_7333,verified_correct,True,
gsm8k_11,GSM8K,4518_2428_7452_4811,verified_incorrect,True,
gsm8k_12,GSM8K,5382_4758,verified_correct,True,
gsm8k_13,GSM8K,4496_261_2125_7194,verified_incorrect,True,
gsm8k_14,GSM8K,4228_4936_2893_1866,verified_correct,True,
gsm8k_0,GSM8K,320_2925_4417,verified_correct,True,
gsm8k_1,GSM8K,2149_729,verified_correct,True,
gsm8k_2,GSM8K,5301_3681_1756_2936,verified_correct,True,
gsm8k_3,GSM8K,1955_5535_3017_5644,verified_incorrect,True,
gsm8k_4,GSM8K,6328_301,verified_incorrect,True,
gsm8k_5,GSM8K,3223_3459_263_3206,verified_incorrect,True,
gsm8k_6,GSM8K,1901_5599_2608_7150,verified_correct,True,
gsm8k_7,GSM8K,1218_3690_3801_2691,verified_correct,True,
gsm8k_8,GSM8K,6656_3549_6837_730,verified_correct,True,
gsm8k_9,GSM8K,6592_3073_933_5371,verified_correct,True,
gsm8k_10,GSM8K,4380_408,verified_correct,True,
gsm8k_11,GSM8K,3677_3950_5357,verified_correct,True,
gsm8k_12,GSM8K,6067_6463_4899,verified_correct,True,
gsm8k_13,GSM8K,2821_3617_2960_447,verified_incorrect,True,
gsm8k_14,GSM8K,5075_1213_918,verified_incorrect,True,
gsm8k_0,GSM8K,713_3850_3282_5918,verified_correct,True,
gsm8k_1,GSM8K,4953_2084_914,verified_correct,True,
gsm8k_2,GSM8K,2106_6488,verified_correct,True,
gsm8k_3,GSM8K,5810_4130_483_1665,verified_correct,True,
gsm8k_4,GSM8K,1666_1486,verified_incorrect,True,
gsm8k_5,GSM8K,665_791,verified_correct,True,
gsm8k_6,GSM8K,3936_1538,verified_incorrect,True,
gsm8k_7,GSM8K,5951_5043_2490,verified_correct,True,
gsm8k_8,GSM8K,4149_5777,verified_correct,True,
gsm8k_9,GSM8K,4523_715_4726,verified_correct,True,
gsm8k_10,GSM8K,5594_1620_1248_7377,verified_correct,True,
gsm8k_11,GSM8K,5823_1342,verified_correct,True,
gsm8k_12,GSM8K,6791_2785_2215,verified_correct,True,
gsm8k_13,GSM8K,3472_365_6523,verified_correct,True,
gsm8k_14,GSM8K,2837_7405,verified_correct,True,
gsm8k_0,GSM8K,27_776_6906,verified_correct,True,
gsm8k_1,GSM8K,7206_5067,verified_correct,True,
gsm8k_2,GSM8K,2582_1992_4802_6069,verified_correct,True,
gsm8k_3,GSM8K,5292_4110_2789_2145,verified_correct,True,
gsm8k_4,GSM8K,3228_3762_3373_6432,verified_correct,True,
gsm8k_5,GSM8K,5384_5713_762_4056,verified_correct,True,
gsm8k_6,GSM8K,4392_2079_6145_7130,verified_incorrect,True,
gsm8k_7,GSM8K,1876_5640,verified_incorrect,True,
gsm8k_8,GSM8K,3636_957,verified_incorrect,True,
gsm8k_9,GSM8K,6847_5058_6108,verified_incorrect,True,
gsm8k_10,GSM8K,6467_7149_2752_4006,verified_correct,True,
gsm8k_11,GSM8K,7389_2833,verified_correct,True,
gsm8k_12,GSM8K,4455_2775,verified_correct,True,
gsm8k_13,GSM8K,510_2823_5079_2119,verified_correct,True,
gsm8k_14,GSM8K,2734_1149_4489_2384,verified_correct,True,
gsm8k_0,GSM8K,4328_738,verified_correct,True,
gsm8k_1,GSM8K,153_3093_7413,verified_correct,True,
gsm8k_2,GSM8K,6018_7154,verified_correct,True,
gsm8k_3,GSM8K,4727_5122,verified_correct,True,
gsm8k_4,GSM8K,3475_7008,verified_correct,True,
gsm8k_5,GSM8K,3685_836,verified_correct,True,
gsm8k_6,GSM8K,4182_6581_3439,verified_correct,True,
gsm8k_7,GSM8K,5083_6183,verified_correct,True,
gsm8k_8,GSM8K,7172_701,verified_correct,True,
gsm8k_9,GSM8K,7421_3583_1452_7155,verified_correct,True,
gsm8k_10,GSM8K,6370_5069,verified_correct,True,
gsm8k_11,GSM8K,5334_6573,verified_correct,True,
gsm8k_12,GSM8K,1225_6606_3019,verified_incorrect,True,
gsm8k_13,GSM8K,4791_4032_6671,verified_correct,True,
gsm8k_14,GSM8K,7020_1907_4100,verified_correct,True,
gsm8k_0,GSM8K,235_5176_5643_5272,verified_correct,True,
gsm8k_1,GSM8K,1134_3683_5054,verified_correct,True,
gsm8k_2,GSM8K,1696_494_7297_4626,verified_correct,True,
gsm8k_3,GSM8K,471_6064_1633,verified_incorrect,True,
gsm8k_4,GSM8K,4473_6047,verified_correct,True,
gsm8k_5,GSM8K,5364_1684_4950,verified_incorrect,True,
gsm8k_6,GSM8K,7361_2813_4668,verified_incorrect,True,
gsm8k_7,GSM8K,7300_5149,verified_correct,True,
gsm8k_8,GSM8K,1575_3814_615,verified_incorrect,True,
gsm8k_9,GSM8K,288_113_6076_6354,verified_correct,True,
gsm8k_10,GSM8K,4845_676_3639_2186,verified_correct,True,
gsm8k_11,GSM8K,3534_1355_1195,verified_correct,True,
gsm8k_12,GSM8K,3307_237_324,verified_correct,True,
gsm8k_13,GSM8K,2072_4941_2033_6011,verified_correct,True,
gsm8k_14,GSM8K,598_1490,verified_correct,True,
gsm8k_0,GSM8K,1946_5974_4152_1545,verified_correct,True,
gsm8k_1,GSM8K,6391_6550,verified_correct,True,
gsm8k_2,GSM8K,3267_1506,verified_correct,True,
gsm8k_3,GSM8K,3786_5262,verified_correct,True,
gsm8k_4,GSM8K,4963_6368_4978_4211,verified_incorrect,True,
gsm8k_5,GSM8K,4279_2062_7242,verified_correct,True,
gsm8k_6,GSM8K,1011_1746,verified_correct,True,
gsm8k_7,GSM8K,6862_5763_3390_6914,verified_incorrect,True,
gsm8k_8,GSM8K,3551_189_977,verified_incorrect,True,
gsm8k_9,GSM8K,4310_4285_87,verified_correct,True,
gsm8k_10,GSM8K,1006_1453,verified_correct,True,
gsm8k_11,GSM8K,2665_6456_3012,verified_incorrect,True,
gsm8k_12,GSM8K,2097_5726_4825,verified_correct,True,
gsm8k_13,GSM8K,2505_3199,verified_correct,True,
gsm8k_14,GSM8K,2142_1663_4526,verified_correct,True,
gsm8k_0,GSM8K,3148_6527,verified_correct,True,
gsm8k_1,GSM8K,4667_6767_6282_2732,verified_correct,True,
gsm8k_2,GSM8K,1470_5565_5967,verified_correct,True,
gsm8k_3,GSM8K,6199_6659_2068,verified_incorrect,True,
gsm8k_4,GSM8K,5033_3696,verified_correct,True,
gsm8k_5,GSM8K,6987_3503_4558_6728,verified_incorrect,True,
gsm8k_6,GSM8K,1174_2251_4565,verified_correct,True,
gsm8k_7,GSM8K,519_326,verified_incorrect,True,
gsm8k_8,GSM8K,883_7114_5605,verified_correct,True,
gsm8k_9,GSM8K,2096_979,verified_correct,True,
gsm8k_10,GSM8K,3697_1339_4313,verified_correct,True,
gsm8k_11,GSM8K,6184_216_3789_3794,verified_correct,True,
gsm8k_12,GSM8K,2516_7043_1070,verified_correct,True,
gsm8k_13,GSM8K,6107_5912_4031_2351,verified_incorrect,True,
gsm8k_14,GSM8K,4544_3643_3692,verified_incorrect,True,
gsm8k_0,GSM8K,6687_6860,verified_correct,True,
gsm8k_1,GSM8K,3978_6766_6863_2512,verified_correct,True,
gsm8k_2,GSM8K,6102_3443_6764_6242,verified_correct,True,
gsm8k_3,GSM8K,3183_3362_233_2172,verified_correct,True,
gsm8k_4,GSM8K,4402_6543,verified_correct,True,
gsm8k_5,GSM8K,5802_6522_3088,verified_incorrect,True,
gsm8k_6,GSM8K,1807_6238,verified_correct,True,
gsm8k_7,GSM8K,2590_5047_6680,verified_incorrect,True,
gsm8k_8,GSM8K,3358_3083_5434,verified_correct,True,
gsm8k_9,GSM8K,1695_2771_4506,verified_correct,True,
gsm8k_10,GSM8K,1697_7252_4472_3002,verified_correct,True,
gsm8k_11,GSM8K,2967_5652,verified_correct,True,
gsm8k_12,GSM8K,5699_3149,verified_correct,True,
gsm8k_13,GSM8K,5965_5117_805,verified_correct,True,
gsm8k_14,GSM8K,2610_6137_6551,verified_incorrect,True,
gsm8k_0,GSM8K,7352_6938_5706_6812,verified_correct,True,
gsm8k_1,GSM8K,6981_1998_1144,verified_correct,True,
gsm8k_2,GSM8K,6489_441_3001,verified_correct,True,
gsm8k_3,GSM8K,6718_1181_6861_5544,verified_correct,True,
gsm8k_4,GSM8K,1614_5834,verified_correct,True,
gsm8k_5,GSM8K,4869_3518,verified_correct,True,
gsm8k_6,GSM8K,5386_5651,verified_correct,True,
gsm8k_7,GSM8K,4079_645_3743_2211,verified_correct,True,
gsm8k_8,GSM8K,165_4992_4186,verified_correct,True,
gsm8k_9,GSM8K,4272_356_3571,verified_correct,True,
gsm8k_10,GSM8K,7180_3646_5926,verified_incorrect,True,
gsm8k_11,GSM8K,4214_2343,verified_correct,True,
gsm8k_12,GSM8K,2627_995_4167,verified_correct,True,
gsm8k_13,GSM8K,2260_3153_2973,verified_correct,True,
gsm8k_14,GSM8K,238_2953_4090,verified_correct,True,
gsm8k_0,GSM8K,5512_3426,verified_incorrect,True,
gsm8k_1,GSM8K,3288_5832_7148,verified_incorrect,True,
gsm8k_2,GSM8K,444_1234,verified_correct,True,
gsm8k_3,GSM8K,1730_1471,verified_incorrect,True,
gsm8k_4,GSM8K,6841_4256_48_3833,verified_correct,True,
gsm8k_5,GSM8K,3129_4445_4561,verified_correct,True,
gsm8k_6,GSM8K,2571_6711_980_1237,verified_correct,True,
gsm8k_7,GSM8K,6814_6629_2439,verified_correct,True,
gsm8k_8,GSM8K,293_1242_6013,verified_correct,True,
gsm8k_9,GSM8K,3525_4353_5601_403,verified_correct,True,
gsm8k_10,GSM8K,710_4342_775_3931,verified_correct,True,
gsm8k_11,GSM8K,7357_2707_5324_5704,verified_correct,True,
gsm8k_12,GSM8K,3739_4273,verified_correct,True,
gsm8k_13,GSM8K,3003_3540,verified_correct,True,
gsm8k_14,GSM8K,576_2827_5794,verified_correct,True,
gsm8k_0,GSM8K,7125_3949,verified_correct,True,
gsm8k_1,GSM8K,7047_384_1052,verified_correct,True,
gsm8k_2,GSM8K,2_1330,verified_incorrect,True,
gsm8k_3,GSM8K,7437_4295_3409,verified_correct,True,
gsm8k_4,GSM8K,4158_5494_5452,verified_correct,True,
gsm8k_5,GSM8K,5555_5050_635_6869,verified_correct,True,
gsm8k_6,GSM8K,5323_6141_6240_3895,verified_correct,True,
gsm8k_7,GSM8K,928_1894_6006_3323,verified_incorrect,True,
gsm8k_8,GSM8K,653_6946_732,verified_correct,True,
gsm8k_9,GSM8K,7432_580_939_2278,verified_correct,True,
gsm8k_10,GSM8K,5492_557_3652_1889,verified_correct,True,
gsm8k_11,GSM8K,1736_6782_6172,verified_correct,True,
gsm8k_12,GSM8K,5606_3403_7203_1485,verified_correct,True,
gsm8k_13,GSM8K,225_5044_5118_6589,verified_incorrect,True,
gsm8k_14,GSM8K,6009_2870_3857_6494,verified_correct,True,
gsm8k_0,GSM8K,1393_3514,verified_incorrect,True,
gsm8k_1,GSM8K,7263_1688,verified_incorrect,True,
gsm8k_2,GSM8K,398_272_3493_4756,verified_correct,True,
gsm8k_3,GSM8K,2761_1844_2948,verified_correct,True,
gsm8k_4,GSM8K,3917_179_438_202,verified_correct,True,
gsm8k_5,GSM8K,4781_7160_4795_2100,verified_correct,True,
gsm8k_6,GSM8K,2673_788,verified_incorrect,True,
gsm8k_7,GSM8K,3871_2888_2736,verified_correct,True,
gsm8k_8,GSM8K,2636_5962_7406,verified_correct,True,
gsm8k_9,GSM8K,6361_4462_6378,verified_correct,True,
gsm8k_10,GSM8K,4679_3423_383_5244,verified_correct,True,
gsm8k_11,GSM8K,2543_6646_6367_4486,verified_incorrect,True,
gsm8k_12,GSM8K,4157_1856_3612,verified_incorrect,True,
gsm8k_13,GSM8K,152_6342,verified_correct,True,
gsm8k_14,GSM8K,1474_4346,verified_correct,True,
gsm8k_0,GSM8K,2224_1888,verified_correct,True,
gsm8k_1,GSM8K,5121_7296,verified_correct,True,
gsm8k_2,GSM8K,1012_6127_3761_5254,verified_incorrect,True,
gsm8k_3,GSM8K,4642_3146_7093_1173,verified_correct,True,
gsm8k_4,GSM8K,7135_3937,verified_correct,True,
gsm8k_5,GSM8K,1066_5874_6204,verified_correct,True,
gsm8k_6,GSM8K,2261_4239_3539_4119,verified_correct,True,
gsm8k_7,GSM8K,1918_1460_255,verified_correct,True,
gsm8k_8,GSM8K,1747_2087_185_7332,verified_correct,True,
gsm8k_9,GSM8K,3175_737_3084,verified_incorrect,True,
gsm8k_10,GSM8K,6952_2852,verified_correct,True,
gsm8k_11,GSM8K,3825_7381_6819,verified_correct,True,
gsm8k_12,GSM8K,1472_5087_3516_2183,verified_incorrect,True,
gsm8k_13,GSM8K,1847_330_5807,verified_correct,True,
gsm8k_14,GSM8K,6317_5518_2472_2477,verified_incorrect,True,
gsm8k_0,GSM8K,4476_6634_3778,verified_correct,True,
gsm8k_1,GSM8K,6160_5977_2709_5808,verified_incorrect,True,
gsm8k_2,GSM8K,4463_6450_5551,verified_correct,True,
gsm8k_3,GSM8K,5526_7363_6719,verified_correct,True,
gsm8k_4,GSM8K,3051_3584,verified_correct,True,
gsm8k_5,GSM8K,3797_6109,verified_incorrect,True,
gsm8k_6,GSM8K,4695_3461,verified_incorrect,True,
gsm8k_7,GSM8K,7417_7424_6963_529,verified_correct,True,
gsm8k_8,GSM8K,1290_7049_1250_4835,verified_correct,True,
gsm8k_9,GSM8K,941_3561,verified_correct,True,
gsm8k_10,GSM8K,2180_2595_3179,verified_correct,True,
gsm8k_11,GSM8K,5028_2537_3305,verified_correct,True,
gsm8k_12,GSM8K,6664_4238_1009_7439,verified_correct,True,
gsm8k_13,GSM8K,583_976_6806_6299,verified_incorrect,True,
gsm8k_14,GSM8K,2991_1734_7451,verified_correct,True,
gsm8k_0,GSM8K,3521_4339,verified_correct,True,
gsm8k_1,GSM8K,2369_877,verified_incorrect,True,
gsm8k_2,GSM8K,7393_4481_974_7469,verified_correct,True,
gsm8k_3,GSM8K,2549_3976_7386,verified_incorrect,True,
gsm8k_4,GSM8K,2385_5771,verified_correct,True,
gsm8k_5,GSM8K,3241_1937_3587_5888,verified_correct,True,
gsm8k_6,GSM8K,3862_5878,verified_incorrect,True,
gsm8k_7,GSM8K,5238_6130_4050_2552,verified_incorrect,True,
gsm8k_8,GSM8K,871_92_533,verified_correct,True,
gsm8k_9,GSM8K,2143_5234,verified_correct,True,
