ID,Benchmark,Data_Indices,Status,Error_Type
drop_80_0,drop,159_143,verified_incorrect,
drop_81_1,drop,133_296,verified_correct,
drop_80_1,drop,159_143,verified_incorrect,
drop_84_0,drop,148_3,execution_failed,SyntaxError
drop_84_1,drop,148_3,verified_correct,
drop_83_1,drop,56_321,verified_correct,
drop_82_1,drop,72_16,verified_correct,
drop_86_0,drop,18_53,verified_incorrect,
drop_86_1,drop,18_53,verified_incorrect,
drop_87_0,drop,96_301,verified_incorrect,
drop_85_0,drop,388_325,verified_incorrect,
drop_85_1,drop,388_325,verified_correct,
drop_87_1,drop,96_301,verified_incorrect,
drop_89_0,drop,268_330,verified_correct,
drop_88_1,drop,383_397,verified_correct,
drop_89_1,drop,268_330,verified_incorrect,
drop_88_0,drop,383_397,verified_correct,
drop_92_0,drop,123_199,verified_incorrect,
drop_91_1,drop,220_372,verified_incorrect,
drop_91_0,drop,220_372,verified_incorrect,
drop_90_0,drop,227_255,verified_incorrect,
drop_94_0,drop,175_176,execution_failed,SyntaxError
drop_93_0,drop,200_222,verified_incorrect,
drop_90_1,drop,227_255,verified_correct,
drop_92_1,drop,123_199,verified_incorrect,
drop_94_1,drop,175_176,verified_correct,
drop_93_1,drop,200_222,verified_correct,
drop_96_1,drop,319_207,verified_incorrect,
drop_97_0,drop,366_68,verified_correct,
drop_96_0,drop,319_207,verified_correct,
drop_97_1,drop,366_68,verified_correct,
drop_98_0,drop,76_313,verified_incorrect,
drop_98_1,drop,76_313,verified_incorrect,
drop_99_0,drop,233_336,verified_incorrect,
drop_99_1,drop,233_336,verified_incorrect,
drop_95_1,drop,221_100,verified_incorrect,
drop_95_0,drop,221_100,verified_incorrect,
drop_100_0,drop,132_78,execution_failed,SyntaxError
drop_102_0,drop,307_113,verified_incorrect,
drop_101_1,drop,326_37,verified_incorrect,
drop_101_0,drop,326_37,verified_incorrect,
drop_102_1,drop,307_113,verified_incorrect,
drop_100_1,drop,132_78,verified_correct,
drop_103_0,drop,209_358,verified_incorrect,
drop_103_1,drop,209_358,verified_incorrect,
drop_104_1,drop,277_295,verified_correct,
drop_104_0,drop,277_295,verified_incorrect,
drop_107_0,drop,311_395,verified_incorrect,
drop_106_0,drop,305_94,verified_incorrect,
drop_105_0,drop,273_104,verified_correct,
drop_107_1,drop,311_395,verified_incorrect,
drop_108_0,drop,259_106,verified_incorrect,
drop_106_1,drop,305_94,verified_correct,
drop_105_1,drop,273_104,verified_correct,
drop_108_1,drop,259_106,verified_incorrect,
drop_109_0,drop,386_341,verified_incorrect,
drop_109_1,drop,386_341,verified_incorrect,
drop_111_0,drop,239_398,execution_failed,SyntaxError
drop_112_0,drop,340_263,execution_failed,SyntaxError
drop_110_1,drop,160_357,verified_incorrect,
drop_111_1,drop,239_398,verified_incorrect,
drop_113_0,drop,284_80,verified_incorrect,
drop_110_0,drop,160_357,verified_incorrect,
drop_114_0,drop,331_111,verified_incorrect,
drop_113_1,drop,284_80,verified_incorrect,
drop_112_1,drop,340_263,verified_correct,
drop_114_1,drop,331_111,verified_correct,
drop_116_1,drop,140_54,verified_incorrect,
drop_116_0,drop,140_54,verified_correct,
drop_117_0,drop,353_103,verified_correct,
drop_117_1,drop,353_103,verified_incorrect,
drop_115_1,drop,252_237,verified_correct,
drop_115_0,drop,252_237,verified_correct,
drop_119_1,drop,142_187,verified_incorrect,
drop_119_0,drop,142_187,verified_incorrect,
drop_118_0,drop,162_139,verified_incorrect,
drop_118_1,drop,162_139,verified_incorrect,
drop_122_0,drop,109_368,verified_incorrect,
drop_120_1,drop,347_168,verified_incorrect,
drop_121_1,drop,391_282,verified_correct,
drop_122_1,drop,109_368,verified_incorrect,
drop_120_0,drop,347_168,verified_correct,
drop_123_0,drop,77_191,verified_incorrect,
drop_123_1,drop,77_191,verified_incorrect,
drop_121_0,drop,391_282,verified_correct,
drop_124_0,drop,272_79,verified_incorrect,
drop_124_1,drop,272_79,verified_incorrect,
drop_125_0,drop,155_121,verified_incorrect,
drop_126_0,drop,356_146,verified_correct,
drop_126_1,drop,356_146,verified_correct,
drop_127_1,drop,125_128,verified_incorrect,
drop_127_0,drop,125_128,verified_correct,
drop_128_0,drop,67_141,verified_incorrect,
drop_128_1,drop,67_141,verified_incorrect,
drop_125_1,drop,155_121,verified_incorrect,
drop_129_0,drop,324_316,verified_correct,
drop_129_1,drop,324_316,verified_correct,
drop_132_0,drop,365_188,execution_failed,SyntaxError
drop_131_1,drop,218_274,verified_correct,
drop_130_1,drop,196_337,verified_correct,
drop_131_0,drop,218_274,verified_correct,
drop_130_0,drop,196_337,verified_correct,
drop_132_1,drop,365_188,verified_correct,
drop_133_1,drop,292_257,verified_incorrect,
drop_133_0,drop,292_257,verified_incorrect,
drop_134_0,drop,81_348,verified_correct,
drop_134_1,drop,81_348,verified_correct,
drop_136_0,drop,124_165,execution_failed,SyntaxError
drop_135_1,drop,65_359,verified_incorrect,
drop_135_0,drop,65_359,verified_correct,
drop_138_0,drop,247_387,execution_failed,SyntaxError
drop_136_1,drop,124_165,verified_incorrect,
drop_138_1,drop,247_387,verified_incorrect,
drop_139_1,drop,27_21,verified_incorrect,
drop_139_0,drop,27_21,verified_correct,
drop_137_1,drop,310_399,verified_incorrect,
drop_137_0,drop,310_399,verified_incorrect,
drop_140_1,drop,61_385,verified_incorrect,
drop_140_0,drop,61_385,verified_incorrect,
drop_141_0,drop,299_6,verified_incorrect,
drop_141_1,drop,299_6,verified_incorrect,
drop_142_0,drop,362_185,verified_incorrect,
drop_143_1,drop,47_396,verified_incorrect,
drop_142_1,drop,362_185,verified_correct,
drop_144_0,drop,212_29,verified_incorrect,
drop_143_0,drop,47_396,verified_incorrect,
drop_144_1,drop,212_29,verified_incorrect,
drop_145_0,drop,214_293,verified_incorrect,
drop_147_0,drop,210_12,verified_incorrect,
drop_146_1,drop,75_244,verified_correct,
drop_146_0,drop,75_244,verified_correct,
drop_148_0,drop,300_13,verified_incorrect,
drop_147_1,drop,210_12,verified_correct,
drop_149_1,drop,289_314,verified_incorrect,
drop_148_1,drop,300_13,verified_incorrect,
drop_149_0,drop,289_314,verified_correct,
drop_145_1,drop,214_293,verified_incorrect,
drop_151_0,drop,153_309,verified_correct,
drop_151_1,drop,153_309,verified_incorrect,
drop_152_0,drop,182_198,verified_correct,
drop_152_1,drop,182_198,verified_correct,
drop_153_0,drop,135_19,verified_incorrect,
drop_153_1,drop,135_19,verified_incorrect,
drop_150_1,drop,91_283,verified_correct,
drop_154_0,drop,380_361,verified_correct,
drop_154_1,drop,380_361,verified_correct,
drop_150_0,drop,91_283,verified_incorrect,
drop_157_0,drop,276_170,execution_failed,SyntaxError
drop_155_0,drop,105_92,verified_incorrect,
drop_155_1,drop,105_92,verified_correct,
drop_157_1,drop,276_170,verified_incorrect,
drop_158_0,drop,190_204,verified_correct,
drop_156_0,drop,36_332,verified_incorrect,
drop_159_0,drop,211_1,verified_incorrect,
drop_158_1,drop,190_204,verified_correct,
drop_159_1,drop,211_1,verified_correct,
drop_156_1,drop,36_332,verified_correct,
drop_162_0,drop,346_197,verified_incorrect,
drop_161_1,drop,49_43,verified_incorrect,
drop_161_0,drop,49_43,verified_correct,
drop_160_1,drop,122_360,verified_correct,
drop_163_0,drop,41_381,verified_correct,
drop_160_0,drop,122_360,verified_correct,
drop_163_1,drop,41_381,verified_correct,
drop_164_1,drop,345_118,verified_incorrect,
drop_162_1,drop,346_197,verified_correct,
drop_164_0,drop,345_118,verified_correct,
drop_165_1,drop,149_171,verified_incorrect,
drop_166_0,drop,327_229,verified_incorrect,
drop_167_0,drop,130_51,verified_incorrect,
drop_165_0,drop,149_171,verified_incorrect,
drop_167_1,drop,130_51,verified_correct,
drop_168_0,drop,193_285,verified_incorrect,
drop_168_1,drop,193_285,verified_incorrect,
drop_169_0,drop,219_394,verified_incorrect,
drop_169_1,drop,219_394,verified_correct,
drop_166_1,drop,327_229,verified_correct,
drop_170_0,drop,32_154,verified_incorrect,
drop_170_1,drop,32_154,verified_incorrect,
drop_172_0,drop,242_186,verified_correct,
drop_171_0,drop,38_249,verified_incorrect,
drop_172_1,drop,242_186,verified_correct,
drop_173_0,drop,225_240,verified_incorrect,
drop_173_1,drop,225_240,verified_incorrect,
drop_174_0,drop,230_281,verified_correct,
drop_174_1,drop,230_281,verified_correct,
drop_171_1,drop,38_249,verified_correct,
drop_176_1,drop,10_119,verified_incorrect,
drop_175_0,drop,180_84,verified_incorrect,
drop_177_0,drop,179_71,verified_incorrect,
drop_176_0,drop,10_119,verified_correct,
drop_177_1,drop,179_71,verified_correct,
drop_175_1,drop,180_84,verified_correct,
drop_178_0,drop,287_126,verified_correct,
drop_178_1,drop,287_126,verified_incorrect,
drop_179_1,drop,238_74,verified_incorrect,
drop_179_0,drop,238_74,verified_correct,
drop_182_0,drop,144_223,execution_failed,SyntaxError
drop_181_0,drop,14_322,verified_incorrect,
drop_180_1,drop,369_85,verified_correct,
drop_181_1,drop,14_322,verified_incorrect,
drop_183_0,drop,267_254,verified_correct,
drop_180_0,drop,369_85,verified_correct,
drop_183_1,drop,267_254,verified_correct,
drop_184_0,drop,52_333,verified_correct,
drop_184_1,drop,52_333,verified_correct,
drop_182_1,drop,144_223,verified_correct,
drop_186_0,drop,150_115,verified_correct,
drop_186_1,drop,150_115,verified_correct,
drop_187_0,drop,335_271,verified_incorrect,
drop_185_1,drop,349_328,verified_correct,
drop_185_0,drop,349_328,verified_correct,
drop_188_1,drop,25_70,verified_correct,
drop_188_0,drop,25_70,verified_correct,
drop_187_1,drop,335_271,verified_correct,
drop_189_1,drop,101_256,verified_incorrect,
drop_189_0,drop,101_256,verified_correct,
drop_190_0,drop,376_258,verified_correct,
drop_191_1,drop,379_127,verified_incorrect,
drop_190_1,drop,376_258,verified_correct,
drop_191_0,drop,379_127,verified_incorrect,
drop_192_1,drop,194_120,verified_incorrect,
drop_192_0,drop,194_120,verified_incorrect,
drop_193_0,drop,213_236,verified_incorrect,
drop_193_1,drop,213_236,verified_incorrect,
drop_194_1,drop,131_89,verified_incorrect,
drop_194_0,drop,131_89,verified_correct,
drop_196_1,drop,112_134,verified_incorrect,
drop_195_1,drop,137_245,verified_incorrect,
drop_197_0,drop,95_231,verified_correct,
drop_196_0,drop,112_134,verified_incorrect,
drop_195_0,drop,137_245,verified_incorrect,
drop_197_1,drop,95_231,verified_incorrect,
drop_198_1,drop,192_26,verified_incorrect,
drop_199_0,drop,323_167,verified_correct,
drop_199_1,drop,323_167,verified_correct,
drop_198_0,drop,192_26,verified_correct,
